32221;1642;68;NULL
32222;1642;69;NULL
32223;1642;142;NULL
32224;1642;77;NULL
32225;1642;128;NULL
32226;1642;198;NULL
32227;1642;130;NULL
32228;1642;79;NULL
32229;1642;74;NULL
32230;1642;15;NULL
32231;1642;24;NULL
32232;1642;26;NULL
32233;1642;94;NULL
32234;1642;147;NULL
32235;1642;148;NULL
32236;1642;91;NULL
32237;1642;30;NULL
32238;1642;90;NULL
32239;1642;169;NULL
32240;1642;38;NULL
32241;1642;173;NULL
32242;1642;36;NULL
32243;1642;111;NULL
32244;1642;104;NULL
32245;1642;184;NULL
32246;1642;52;NULL
32247;1642;178;NULL
32248;1642;58;NULL
32249;1642;126;NULL
32250;1642;57;NULL
32251;1102;68;NULL
32252;1102;136;NULL
32253;1102;139;NULL
32254;1102;3;NULL
32255;1102;71;NULL
32256;1102;140;NULL
32257;1102;129;NULL
32258;1102;197;NULL
32259;1102;196;NULL
32260;1102;72;NULL
32261;1102;14;NULL
32262;1102;194;NULL
32263;1102;75;NULL
32264;1102;153;NULL
32265;1102;84;NULL
32266;1102;16;NULL
32267;1102;145;NULL
32268;1102;29;NULL
32269;1102;31;NULL
32270;1102;102;NULL
32271;1102;101;NULL
32272;1102;107;NULL
32273;1102;104;NULL
32274;1102;55;NULL
32275;1102;59;NULL
32276;1102;58;NULL
32277;1102;176;NULL
32278;1102;56;NULL
32279;1102;62;NULL
32280;1102;180;NULL
32281;549;2;NULL
32282;549;138;NULL
32283;549;71;NULL
32284;549;142;NULL
32285;549;84;NULL
32286;549;153;NULL
32287;549;86;NULL
32288;549;20;NULL
32289;549;80;NULL
32290;549;83;NULL
32291;549;24;NULL
32292;549;148;NULL
32293;549;34;NULL
32294;549;169;NULL
32295;549;39;NULL
32296;549;160;NULL
32297;549;47;NULL
32298;549;164;NULL
32299;549;45;NULL
32300;549;51;NULL
32301;549;116;NULL
32302;549;185;NULL
32303;549;115;NULL
32304;549;188;NULL
32305;549;112;NULL
32306;549;179;NULL
32307;549;176;NULL
32308;549;125;NULL
32309;549;183;NULL
32310;549;121;NULL
32311;1641;69;NULL
32312;1641;139;NULL
32313;1641;3;NULL
32314;1641;5;NULL
32315;1641;6;NULL
32316;1641;197;NULL
32317;1641;196;NULL
32318;1641;9;NULL
32319;1641;79;NULL
32320;1641;155;NULL
32321;1641;86;NULL
32322;1641;21;NULL
32323;1641;159;NULL
32324;1641;95;NULL
32325;1641;26;NULL
32326;1641;94;NULL
32327;1641;28;NULL
32328;1641;33;NULL
32329;1641;163;NULL
32330;1641;43;NULL
32331;1641;41;NULL
32332;1641;46;NULL
32333;1641;45;NULL
32334;1641;185;NULL
32335;1641;113;NULL
32336;1641;189;NULL
32337;1641;124;NULL
32338;1641;63;NULL
32339;1641;62;NULL
32340;1641;120;NULL
32341;546;137;NULL
32342;546;67;NULL
32343;546;142;NULL
32344;546;130;NULL
32345;546;192;NULL
32346;546;74;NULL
32347;546;15;NULL
32348;546;17;NULL
32349;546;81;NULL
32350;546;157;NULL
32351;546;83;NULL
32352;546;22;NULL
32353;546;93;NULL
32354;546;24;NULL
32355;546;150;NULL
32356;546;34;NULL
32357;546;35;NULL
32358;546;169;NULL
32359;546;100;NULL
32360;546;33;NULL
32361;546;36;NULL
32362;546;161;NULL
32363;546;44;NULL
32364;546;51;NULL
32365;546;185;NULL
32366;546;54;NULL
32367;546;57;NULL
32368;546;123;NULL
32369;546;120;NULL
32370;546;181;NULL
32371;1096;137;NULL
32372;1096;139;NULL
32373;1096;66;NULL
32374;1096;196;NULL
32375;1096;133;NULL
32376;1096;192;NULL
32377;1096;135;NULL
32378;1096;155;NULL
32379;1096;83;NULL
32380;1096;144;NULL
32381;1096;94;NULL
32382;1096;88;NULL
32383;1096;151;NULL
32384;1096;175;NULL
32385;1096;98;NULL
32386;1096;39;NULL
32387;1096;163;NULL
32388;1096;162;NULL
32389;1096;160;NULL
32390;1096;167;NULL
32391;1096;47;NULL
32392;1096;164;NULL
32393;1096;114;NULL
32394;1096;53;NULL
32395;1096;113;NULL
32396;1096;189;NULL
32397;1096;57;NULL
32398;1096;177;NULL
32399;1096;123;NULL
32400;1096;60;NULL
32401;5;70;NULL
32402;5;4;NULL
32403;5;140;NULL
32404;5;200;NULL
32405;5;11;NULL
32406;5;198;NULL
32407;5;192;NULL
32408;5;87;NULL
32409;5;21;NULL
32410;5;93;NULL
32411;5;145;NULL
32412;5;148;NULL
32413;5;150;NULL
32414;5;103;NULL
32415;5;35;NULL
32416;5;98;NULL
32417;5;99;NULL
32418;5;96;NULL
32419;5;37;NULL
32420;5;162;NULL
32421;5;109;NULL
32422;5;106;NULL
32423;5;51;NULL
32424;5;118;NULL
32425;5;185;NULL
32426;5;112;NULL
32427;5;58;NULL
32428;5;176;NULL
32429;5;123;NULL
32430;5;180;NULL
32431;559;71;NULL
32432;559;143;NULL
32433;559;129;NULL
32434;559;197;NULL
32435;559;8;NULL
32436;559;198;NULL
32437;559;195;NULL
32438;559;152;NULL
32439;559;87;NULL
32440;559;156;NULL
32441;559;95;NULL
32442;559;149;NULL
32443;559;150;NULL
32444;559;34;NULL
32445;559;102;NULL
32446;559;168;NULL
32447;559;98;NULL
32448;559;38;NULL
32449;559;37;NULL
32450;559;110;NULL
32451;559;42;NULL
32452;559;40;NULL
32453;559;160;NULL
32454;559;46;NULL
32455;559;50;NULL
32456;559;52;NULL
32457;559;59;NULL
32458;559;125;NULL
32459;559;56;NULL
32460;559;62;NULL
32461;12;70;NULL
32462;12;143;NULL
32463;12;7;NULL
32464;12;8;NULL
32465;12;12;NULL
32466;12;133;NULL
32467;12;156;NULL
32468;12;80;NULL
32469;12;22;NULL
32470;12;159;NULL
32471;12;25;NULL
32472;12;24;NULL
32473;12;150;NULL
32474;12;31;NULL
32475;12;170;NULL
32476;12;103;NULL
32477;12;96;NULL
32478;12;161;NULL
32479;12;40;NULL
32480;12;160;NULL
32481;12;46;NULL
32482;12;106;NULL
32483;12;47;NULL
32484;12;186;NULL
32485;12;191;NULL
32486;12;189;NULL
32487;12;179;NULL
32488;12;176;NULL
32489;12;122;NULL
32490;12;60;NULL
32491;1659;70;NULL
32492;1659;4;NULL
32493;1659;5;NULL
32494;1659;197;NULL
32495;1659;77;NULL
32496;1659;199;NULL
32497;1659;135;NULL
32498;1659;153;NULL
32499;1659;159;NULL
32500;1659;24;NULL
32501;1659;95;NULL
32502;1659;27;NULL
32503;1659;28;NULL
32504;1659;34;NULL
32505;1659;168;NULL
32506;1659;38;NULL
32507;1659;173;NULL
32508;1659;172;NULL
32509;1659;43;NULL
32510;1659;40;NULL
32511;1659;106;NULL
32512;1659;44;NULL
32513;1659;186;NULL
32514;1659;50;NULL
32515;1659;113;NULL
32516;1659;52;NULL
32517;1659;59;NULL
32518;1659;178;NULL
32519;1659;57;NULL
32520;1659;56;NULL
32521;566;139;NULL
32522;566;138;NULL
32523;566;130;NULL
32524;566;11;NULL
32525;566;195;NULL
32526;566;154;NULL
32527;566;21;NULL
32528;566;83;NULL
32529;566;23;NULL
32530;566;93;NULL
32531;566;26;NULL
32532;566;29;NULL
32533;566;28;NULL
32534;566;31;NULL
32535;566;90;NULL
32536;566;151;NULL
32537;566;34;NULL
32538;566;103;NULL
32539;566;175;NULL
32540;566;96;NULL
32541;566;43;NULL
32542;566;44;NULL
32543;566;119;NULL
32544;566;186;NULL
32545;566;117;NULL
32546;566;114;NULL
32547;566;58;NULL
32548;566;176;NULL
32549;566;61;NULL
32550;566;60;NULL
32551;19;68;NULL
32552;19;70;NULL
32553;19;66;NULL
32554;19;78;NULL
32555;19;10;NULL
32556;19;79;NULL
32557;19;132;NULL
32558;19;80;NULL
32559;19;82;NULL
32560;19;147;NULL
32561;19;148;NULL
32562;19;89;NULL
32563;19;28;NULL
32564;19;31;NULL
32565;19;30;NULL
32566;19;34;NULL
32567;19;175;NULL
32568;19;39;NULL
32569;19;172;NULL
32570;19;163;NULL
32571;19;111;NULL
32572;19;41;NULL
32573;19;45;NULL
32574;19;186;NULL
32575;19;184;NULL
32576;19;115;NULL
32577;19;54;NULL
32578;19;126;NULL
32579;19;57;NULL
32580;19;177;NULL
32581;564;68;NULL
32582;564;71;NULL
32583;564;138;NULL
32584;564;141;NULL
32585;564;64;NULL
32586;564;65;NULL
32587;564;143;NULL
32588;564;142;NULL
32589;564;197;NULL
32590;564;129;NULL
32591;564;8;NULL
32592;564;128;NULL
32593;564;10;NULL
32594;564;13;NULL
32595;564;75;NULL
32596;564;152;NULL
32597;564;16;NULL
32598;564;84;NULL
32599;564;153;NULL
32600;564;20;NULL
32601;564;163;NULL
32602;564;110;NULL
32603;564;41;NULL
32604;564;167;NULL
32605;564;105;NULL
32606;564;50;NULL
32607;564;118;NULL
32608;564;127;NULL
32609;564;182;NULL
32610;564;183;NULL
32611;1662;2;NULL
32612;1662;138;NULL
32613;1662;143;NULL
32614;1662;198;NULL
32615;1662;73;NULL
32616;1662;195;NULL
32617;1662;194;NULL
32618;1662;17;NULL
32619;1662;85;NULL
32620;1662;19;NULL
32621;1662;86;NULL
32622;1662;156;NULL
32623;1662;20;NULL
32624;1662;83;NULL
32625;1662;82;NULL
32626;1662;149;NULL
32627;1662;28;NULL
32628;1662;150;NULL
32629;1662;38;NULL
32630;1662;99;NULL
32631;1662;36;NULL
32632;1662;172;NULL
32633;1662;111;NULL
32634;1662;115;NULL
32635;1662;114;NULL
32636;1662;53;NULL
32637;1662;58;NULL
32638;1662;57;NULL
32639;1662;183;NULL
32640;1662;120;NULL
32641;1112;69;NULL
32642;1112;66;NULL
32643;1112;128;NULL
32644;1112;9;NULL
32645;1112;131;NULL
32646;1112;78;NULL
32647;1112;198;NULL
32648;1112;84;NULL
32649;1112;154;NULL
32650;1112;22;NULL
32651;1112;92;NULL
32652;1112;145;NULL
32653;1112;94;NULL
32654;1112;33;NULL
32655;1112;172;NULL
32656;1112;43;NULL
32657;1112;162;NULL
32658;1112;107;NULL
32659;1112;166;NULL
32660;1112;184;NULL
32661;1112;114;NULL
32662;1112;52;NULL
32663;1112;127;NULL
32664;1112;59;NULL
32665;1112;178;NULL
32666;1112;58;NULL
32667;1112;182;NULL
32668;1112;123;NULL
32669;1112;122;NULL
32670;1112;61;NULL
32671;575;137;NULL
32672;575;136;NULL
32673;575;2;NULL
32674;575;139;NULL
32675;575;4;NULL
32676;575;66;NULL
32677;575;8;NULL
32678;575;12;NULL
32679;575;195;NULL
32680;575;134;NULL
32681;575;21;NULL
32682;575;158;NULL
32683;575;82;NULL
32684;575;144;NULL
32685;575;94;NULL
32686;575;89;NULL
32687;575;150;NULL
32688;575;32;NULL
32689;575;172;NULL
32690;575;42;NULL
32691;575;160;NULL
32692;575;44;NULL
32693;575;119;NULL
32694;575;190;NULL
32695;575;113;NULL
32696;575;176;NULL
32697;575;123;NULL
32698;575;121;NULL
32699;575;61;NULL
32700;575;120;NULL
32701;24;68;NULL
32702;24;137;NULL
32703;24;64;NULL
32704;24;10;NULL
32705;24;130;NULL
32706;24;133;NULL
32707;24;13;NULL
32708;24;135;NULL
32709;24;15;NULL
32710;24;85;NULL
32711;24;16;NULL
32712;24;154;NULL
32713;24;19;NULL
32714;24;150;NULL
32715;24;31;NULL
32716;24;171;NULL
32717;24;35;NULL
32718;24;98;NULL
32719;24;162;NULL
32720;24;107;NULL
32721;24;165;NULL
32722;24;104;NULL
32723;24;45;NULL
32724;24;184;NULL
32725;24;114;NULL
32726;24;188;NULL
32727;24;189;NULL
32728;24;127;NULL
32729;24;126;NULL
32730;24;56;NULL
